case_name,optimizer,final_hv,auc_hv,normalized_final_hv,archive_size,runtime,optimizer_iterations,objective_evaluations,best_qaoa_loss
main_dense_small_cell,powell,1.0266163049958787,0.8734566511669563,0.9769301576343344,21,0.4197864532470703,12,48,0.010077176192424342
main_dense_small_cell,cobyla,1.010776632897126,0.8486089212715845,0.9618570935450466,19,0.15458273887634277,32,48,0.06279043731622046
main_dense_small_cell,nelder-mead,1.0037031915400494,0.8529844795469558,0.9551259924059372,22,0.20179367065429688,32,48,0.05703148503796264
main_dense_small_cell,random_restart,1.021779763897023,0.8757993507617144,0.9723276953169947,18,0.1590580940246582,16,48,0.07163572426289946
