case_name,seed_count,method,mean_final_hv,std_final_hv,mean_normalized_final_hv,std_normalized_final_hv,mean_auc_hv,std_auc_hv,mean_normalized_auc_hv,std_normalized_auc_hv,mean_archive_size,mean_direction_coverage,mean_runtime,win_rate_vs_nsga2,win_rate_vs_moead,win_rate_vs_classical_seeded_ea,win_rate_vs_fixed_qaoa,users,channels,feasible_space_size,budget,conflict_level
energy_dominated_8x3,3,MOEA/D-style,0.8447209908264344,0.033550772507757176,0.8503092927306803,0.05027040729510104,0.7038936747211036,0.040548190249190076,0.7095029506653936,0.062219743806425115,13.333333333333334,0.4666666666666666,0.6190501054128011,0.6666666666666666,0.0,0.0,0.0,8,3,6561,300,medium
energy_dominated_8x3,3,NSGA-II-style,0.8595684440229787,0.07626203820753409,0.8622122573459201,0.044010790434704225,0.7355275523133895,0.048717891930103785,0.7383961646617051,0.02290961839651875,12.333333333333334,0.39999999999999997,0.9371201992034912,0.0,0.3333333333333333,0.0,0.0,8,3,6561,300,medium
energy_dominated_8x3,3,Quantum-Seeded Evolutionary MOO,0.9927402249123571,0.03652488467900135,0.9976481493379324,0.0007441613269740058,0.9758106086799176,0.036969651386082596,0.9805978001994724,0.0030862040525030964,28.333333333333332,0.6,0.16135517756144205,1.0,1.0,1.0,1.0,8,3,6561,300,medium
energy_dominated_8x3,3,Random,0.8318226257109279,0.053575685022434025,0.8351024273470308,0.022525185084183177,0.7065228032181391,0.03864816424175125,0.7096281640660133,0.015689379714978115,13.333333333333334,0.43333333333333335,0.13952819506327305,0.3333333333333333,0.3333333333333333,0.0,0.0,8,3,6561,300,medium
high_conflict_tradeoff_case,3,AI-Adaptive Pareto-QAOA,0.9832578640900455,0.03938009144395333,0.988743903106441,0.00713982335455791,0.8912779314834177,0.033858201900637486,0.8963520273282821,0.00906024662805746,37.333333333333336,0.6666666666666666,3.0329675674438477,1.0,1.0,0.0,0.3333333333333333,8,3,6561,400,very_high
high_conflict_tradeoff_case,3,Classical-Seeded Evolutionary MOO,0.9544611121138352,0.026335280821647055,0.9603634091668157,0.01901112158903135,0.9342297165464067,0.01849758526483166,0.9401521720707464,0.017156015032737563,25.333333333333332,0.5333333333333333,0.23161117235819492,1.0,1.0,0.0,1.0,8,3,6561,400,very_high
high_conflict_tradeoff_case,3,Fixed Pareto-QAOA,0.9799327660970918,0.05020386108609902,0.9850148428979318,0.0179016878075924,0.8977743986084952,0.0537806362767002,0.9021770061053447,0.025081435343919923,40.666666666666664,0.6333333333333333,2.788449764251709,1.0,1.0,0.0,0.0,8,3,6561,400,very_high
high_conflict_tradeoff_case,3,MOEA/D-style,0.9117668108358578,0.05046827035864631,0.9168873386397687,0.035319144820052724,0.7942771186685632,0.07089818789237924,0.798717986955551,0.062436411683381834,21.333333333333332,0.6666666666666666,1.2816600799560545,0.6666666666666666,0.0,0.0,0.0,8,3,6561,400,very_high
high_conflict_tradeoff_case,3,NSGA-II-style,0.9051932205166461,0.038763590339702524,0.9101961845863107,0.012811659366123487,0.7740561006244824,0.0425389157812807,0.7779688150325322,0.016931063968085552,19.333333333333332,0.6333333333333333,1.3527305126190186,0.0,0.3333333333333333,0.0,0.0,8,3,6561,400,very_high
high_conflict_tradeoff_case,3,Quantum-Seeded Evolutionary MOO,0.9855079210501948,0.04173448577332532,0.990919629395247,0.008788749077817652,0.9726309883521759,0.04534021906357032,0.9778282862347426,0.01294040587707735,43.0,0.6666666666666666,0.34067320823669434,1.0,1.0,1.0,1.0,8,3,6561,400,very_high
