case_name,seed,iteration,phase,selected_action,selected_weight_index,w1,w2,w3,w_throughput,w_interference,w_energy,cvar_alpha,hv_before,hv_after,delta_hv,normalized_hv_before,normalized_hv_after,delta_normalized_hv,archive_size_before,archive_size_after,archive_size,delta_archive_size,coverage_before,coverage_after,delta_coverage,feasibility_rate,valid_sample_efficiency,duplicate_rate,num_unique_samples,num_non_dominated_candidates,num_archive_additions,penalty,shots,n_most_prob,substitution_factor,candidate_selection_mode,warm_start_mode,parameter_transfer_mode,reward,selection_score,exploration_bonus,exploitation_score,coverage_novelty_score,stagnation_counter,reason_for_action,method
main_dense_small_cell,1,1,adaptive,weight_0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.22000000000000003,0.0,0.70403101458675,0.70403101458675,0.0,0.70403101458675,0.70403101458675,0,10,10,10,0.0,0.6,0.6,1.0,1.0,0.0,10,10,10,20.0,96,10,2,diverse,none,nearest_weight,1.3538600742804086,0.0,0.0,0.0,1.0,0,best_ucb_score,Adaptive CVaR only
main_dense_small_cell,1,2,adaptive,weight_1,1,0.0,1.0,0.0,0.0,1.0,0.0,0.22000000000000003,0.70403101458675,0.7353319013713636,0.031300886784613624,0.70403101458675,0.7353319013713636,0.031300886784613624,10,18,18,8,0.6,0.6,0.0,1.0,1.0,0.0,10,10,8,20.0,96,10,2,diverse,none,nearest_weight,0.48030854224698233,1.0,0.0,0.0,0.4,0,best_ucb_score,Adaptive CVaR only
main_dense_small_cell,1,1,adaptive,weight_0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.2,0.0,0.70403101458675,0.70403101458675,0.0,0.70403101458675,0.70403101458675,0,10,10,10,0.0,0.6,0.6,1.0,1.0,0.0,10,10,10,20.0,96,10,2,diverse,none,nearest_weight,1.3538600742804086,0.0,0.0,0.0,1.0,0,best_ucb_score,Adaptive candidate diversity only
main_dense_small_cell,1,2,adaptive,weight_1,1,0.0,1.0,0.0,0.0,1.0,0.0,0.2,0.70403101458675,0.70403101458675,0.0,0.70403101458675,0.70403101458675,0.0,10,10,10,0,0.6,0.6,0.0,1.0,0.6,0.0,10,6,0,20.0,96,10,2,top_and_sample,none,nearest_weight,0.0499,1.0,0.0,0.0,0.4,1,best_ucb_score,Adaptive candidate diversity only
main_dense_small_cell,1,1,adaptive,weight_0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.2,0.0,0.70403101458675,0.70403101458675,0.0,0.70403101458675,0.70403101458675,0,10,10,10,0.0,0.6,0.6,1.0,1.0,0.0,10,10,10,20.0,96,10,2,diverse,none,nearest_weight,1.3538600742804086,0.0,0.0,0.0,1.0,0,best_ucb_score,Adaptive resources only
main_dense_small_cell,1,2,adaptive,weight_1,1,0.0,1.0,0.0,0.0,1.0,0.0,0.2,0.70403101458675,0.7353319013713636,0.031300886784613624,0.70403101458675,0.7353319013713636,0.031300886784613624,10,18,18,8,0.6,0.6,0.0,1.0,1.0,0.0,10,10,8,20.0,96,10,2,diverse,none,nearest_weight,0.48030854224698233,1.0,0.0,0.0,0.4,0,best_ucb_score,Adaptive resources only
main_dense_small_cell,1,1,warmup,weight_0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.22000000000000003,0.0,0.70403101458675,0.70403101458675,0.0,0.70403101458675,0.70403101458675,0,10,10,10,0.0,0.6,0.6,1.0,1.0,0.0,10,10,10,20.0,96,10,2,diverse,none,nearest_weight,1.3538600742804086,,0.0,0.0,1.0,0,warmup_sweep,Adaptive weights + CVaR
main_dense_small_cell,1,2,warmup,weight_1,1,0.0,1.0,0.0,0.0,1.0,0.0,0.22000000000000003,0.70403101458675,0.835924827602832,0.13189381301608205,0.70403101458675,0.835924827602832,0.13189381301608205,10,14,14,4,0.6,0.5,-0.09999999999999998,1.0,1.0,0.0,10,10,4,20.0,96,10,2,diverse,none,nearest_weight,0.35803370473537605,,0.0,0.0,0.4,0,warmup_sweep,Adaptive weights + CVaR
main_dense_small_cell,1,1,warmup,weight_0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.2,0.0,0.70403101458675,0.70403101458675,0.0,0.70403101458675,0.70403101458675,0,10,10,10,0.0,0.6,0.6,1.0,1.0,0.0,10,10,10,20.0,96,10,2,diverse,none,nearest_weight,1.3538600742804086,,0.0,0.0,1.0,0,warmup_sweep,Adaptive weights + diversity
main_dense_small_cell,1,2,warmup,weight_1,1,0.0,1.0,0.0,0.0,1.0,0.0,0.2,0.70403101458675,0.8165111096543598,0.11248009506760981,0.70403101458675,0.8165111096543598,0.11248009506760981,10,9,9,-1,0.6,0.4,-0.19999999999999996,1.0,0.4,0.0,10,4,0,20.0,96,10,2,top_and_sample,none,nearest_weight,0.06917344475394609,,0.0,0.0,0.4,0,warmup_sweep,Adaptive weights + diversity
main_dense_small_cell,1,1,warmup,weight_0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.22000000000000003,0.0,0.70403101458675,0.70403101458675,0.0,0.70403101458675,0.70403101458675,0,10,10,10,0.0,0.6,0.6,1.0,1.0,0.0,10,10,10,20.0,96,10,2,diverse,none,nearest_weight,1.3538600742804086,,0.0,0.0,1.0,0,warmup_sweep,Full AI-Adaptive Pareto-QAOA
main_dense_small_cell,1,2,warmup,weight_1,1,0.0,1.0,0.0,0.0,1.0,0.0,0.22000000000000003,0.70403101458675,0.8165111096543598,0.11248009506760981,0.70403101458675,0.8165111096543598,0.11248009506760981,10,9,9,-1,0.6,0.4,-0.19999999999999996,1.0,0.4,0.0,10,4,0,20.0,96,10,2,top_and_sample,none,nearest_weight,0.06917344475394609,,0.0,0.0,0.4,0,warmup_sweep,Full AI-Adaptive Pareto-QAOA
main_dense_small_cell,1,1,replay,weight_0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.2,0.0,0.8591615546242342,0.8591615546242342,0.0,0.8591615546242342,0.8591615546242342,0,10,10,10,0.0,0.6,0.6,1.0,1.0,0.0,10,10,10,20.0,96,10,2,diverse,none,nearest_weight,1.504568059424327,0.0,0.0,0.0,1.0,0,replay_recorded_adaptive_schedule,Replay-Adaptive Schedule
main_dense_small_cell,1,2,replay,weight_1,1,0.0,1.0,0.0,0.0,1.0,0.0,0.2,0.8591615546242342,0.8679425285886201,0.00878097396438593,0.8591615546242342,0.8679425285886201,0.00878097396438593,10,11,11,1,0.6,0.7,0.09999999999999998,1.0,0.3,0.0,10,3,1,20.0,96,10,2,diverse,none,nearest_weight,0.12843064066852372,1.0,0.0,0.0,0.4,0,replay_recorded_adaptive_schedule,Replay-Adaptive Schedule
main_dense_small_cell,2,1,fixed,weight_0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.2,0.0,0.8251054685184466,0.8251054685184466,0.0,0.8251054685184466,0.8251054685184466,0,10,10,10,0.0,0.5,0.5,1.0,1.0,0.0,10,10,10,20.0,96,10,2,diverse,none,nearest_weight,1.4753545454545456,0.0,0.0,0.0,1.0,0,fixed_cyclic_schedule,Fixed Pareto-QAOA
