objective,min,max,range,case_name
f1_neg_throughput,-23.150184568542446,-4.2841672085657665,18.86601735997668,main_dense_small_cell
f2_interference,1.3029764301880027,10.914313176351683,9.61133674616368,main_dense_small_cell
f3_energy,6.4209856090919315,11.886098515042493,5.465112905950561,main_dense_small_cell
