case_name,method,final_hv,normalized_final_hv,auc_hv,normalized_auc_hv,hv_25,hv_50,hv_75,archive_size,direction_coverage,runtime,eval_budget,qaoa_seed_archive_fraction,qaoa_descendant_archive_fraction,budget_used
main_dense_small_cell,Evolutionary MOO,0.8606020317776535,0.8189506385916466,0.7203783788594399,0.6855135261253659,0.7335219144052174,0.7335219144052174,0.8304945634372761,11,0.5,0.03811383247375488,300,0.0,0.0,300
main_dense_small_cell,Classical-Seeded Evolutionary MOO,1.0264349347046717,0.9767575652974343,0.9807944779931365,0.9333260141397871,0.9974761448752726,0.9974761448752726,0.9978388854576868,19,0.6,0.0521392822265625,300,0.0,0.0,300
main_dense_small_cell,Quantum-Seeded Evolutionary MOO,1.045176531462738,0.994592106777126,1.0180364154348729,0.9687655173295496,1.045176531462738,1.045176531462738,1.045176531462738,28,0.7,0.06509900093078613,300,1.0,0.25,300
