ablation,final_hv,auc_hv,pareto_size,hv_at_25pct,hv_at_50pct,hv_at_75pct
One-hot Penalty QAOA + expected_cost,1.047352974957223,0.9503440518669228,28,0.9475086296477186,1.0428187176770458,1.0428187176770458
One-hot Penalty QAOA + CVaR,1.047352974957223,0.9503440518669228,28,0.9475086296477186,1.0428187176770458,1.0428187176770458
Feasible Mixer QAOA + expected_cost,1.047352974957223,0.9503440518669228,28,0.9475086296477186,1.0428187176770458,1.0428187176770458
Feasible Mixer QAOA + CVaR,1.047352974957223,0.9503440518669228,28,0.9475086296477186,1.0428187176770458,1.0428187176770458
Feasible Mixer QAOA + CVaR + diverse candidate selection,1.047352974957223,0.9503440518669228,28,0.9475086296477186,1.0428187176770458,1.0428187176770458
Feasible Mixer QAOA + CVaR + adaptive controller,1.0371962386496258,0.929855254636895,24,0.927044015123185,1.0286718349628925,1.0352011654463478
Quantum-Seeded Evolutionary MOO,1.045176531462738,1.0180364154348729,28,1.045176531462738,1.045176531462738,1.045176531462738
Ensemble,1.047352974957223,0.9467774050903353,28,0.9475086296477186,1.0428187176770458,1.0428187176770458
