case_name,method,hypervolume,pareto_size,best_throughput,best_interference,best_energy,feasibility_rate,objective_evaluations,runtime_seconds,hv_at_25pct,hv_at_50pct,hv_at_75pct,hv_at_100pct,final_hv,auc_hv,normalized_final_hv,normalized_auc_hv,evals_to_90pct_ref_hv,hv_per_valid_eval,hypervolume_reference,exact_pareto_size,exact_pareto_hv,direction_coverage,valid_sample_efficiency,hv_25,hv_50,hv_75,archive_size,evals_to_90_ref_hv,runtime,eval_budget,qaoa_seed_archive_fraction,qaoa_descendant_archive_fraction,seed
multi_seed_main,Random,1094.1341320185727,19,16.994636536535523,2.6317005571499883,6.338734276245779,1.0,300,0.15810155868530273,937.0875958688132,1056.9047443710656,1080.608593020029,1094.1341320185727,1094.1341320185727,981.3956904795737,0.8967583002071552,0.8043572588320924,-1,3.647113773395242,"[-2.1433982708156796, 17.340797871618292, 12.104644744249809]",64,1220.0992527928906,0.6,1.0,937.0875958688132,1056.9047443710656,1080.608593020029,19,-1,0.15810155868530273,300,0.0,0.0,4
multi_seed_main,Greedy,1116.1985213949852,20,17.231965485057597,2.6317005571499883,6.361243005796231,1.0,300,0.07816362380981445,956.2146207152389,995.9031972715723,996.9961701199394,1116.1985213949852,1116.1985213949852,946.7180528789885,0.9148423940428866,0.7759352779799562,300,3.720661737983284,"[-2.1433982708156796, 17.340797871618292, 12.104644744249809]",64,1220.0992527928906,0.7,1.0,956.2146207152389,995.9031972715723,996.9961701199394,20,300,0.07816362380981445,300,0.0,0.0,4
multi_seed_main,Evolutionary MOO,955.1216478668719,26,14.689872351373786,2.8898448423351732,6.001763299399161,1.0,300,0.1496114730834961,883.0537506776606,930.1198939604724,930.1198939604724,955.1216478668719,955.1216478668719,886.322194899632,0.7828229102513857,0.7264345034805815,-1,3.183738826222906,"[-2.1433982708156796, 17.340797871618292, 12.104644744249809]",64,1220.0992527928906,0.7,1.0,883.0537506776606,930.1198939604724,930.1198939604724,26,-1,0.1496114730834961,300,0.0,0.0,4
multi_seed_main,NSGA-II-style,1072.616229066344,17,15.7020688284427,2.8898448423351732,6.083882967407131,1.0,300,1.0509545803070068,866.8640903612218,979.1670505309497,1061.1400141584884,1072.616229066344,1072.616229066344,937.8524491599934,0.8791221096243211,0.7686689808334731,-1,3.575387430221147,"[-2.1433982708156796, 17.340797871618292, 12.104644744249809]",64,1220.0992527928906,0.8,1.0,866.8640903612218,979.1670505309497,1061.1400141584884,17,-1,1.0509545803070068,300,0.0,0.0,4
multi_seed_main,MOEA/D-style,1079.4473093686388,24,16.05430069925254,2.784502946133392,6.190736956132069,1.0,300,1.2493257522583008,851.8698690976844,1030.878328419322,1060.9009263479081,1079.4473093686388,1079.4473093686388,945.0155655055154,0.8847209002855383,0.7745399100460968,-1,3.598157697895463,"[-2.1433982708156796, 17.340797871618292, 12.104644744249809]",64,1220.0992527928906,0.7,1.0,851.8698690976844,1030.878328419322,1060.9009263479081,24,-1,1.2493257522583008,300,0.0,0.0,4
multi_seed_main,Classical-Seeded Evolutionary MOO,1123.6443989244867,23,17.231965485057597,2.6317005571499883,6.361243005796231,1.0,300,0.15133428573608398,1116.1985213949852,1123.5760881214637,1123.5760881214637,1123.6443989244867,1123.6443989244867,1101.7339137872852,0.9209450758636134,0.9029871227814794,20,3.745481329748289,"[-2.1433982708156796, 17.340797871618292, 12.104644744249809]",64,1220.0992527928906,0.7,1.0,1116.1985213949852,1123.5760881214637,1123.5760881214637,23,20,0.15133428573608398,300,0.0,0.0,4
multi_seed_main,Quantum-Seeded Evolutionary MOO,1203.568038461337,51,17.28616441086258,2.6317005571499883,5.970865384001343,1.0,300,0.2800271511077881,1203.568038461337,1203.568038461337,1203.568038461337,1203.568038461337,1203.568038461337,1185.5412501786666,0.9864509265998544,0.9716760726349775,20,4.01189346153779,"[-2.1433982708156796, 17.340797871618292, 12.104644744249809]",64,1220.0992527928906,0.8,1.0,1203.568038461337,1203.568038461337,1203.568038461337,51,20,0.2800271511077881,300,1.0,0.25,4
multi_seed_main,Fixed Pareto-QAOA,1210.7406727787466,50,17.28616441086258,2.6317005571499883,5.970865384001343,1.0,400,3.155578374862671,1076.1086188708923,1179.0273824753424,1209.2463739626196,1209.7843215364253,1210.7406727787466,1073.0248642900272,0.9923296567941324,0.8794570292816751,120,3.0268516819468663,"[-2.1433982708156796, 17.340797871618292, 12.104644744249809]",64,1220.0992527928906,0.9,0.125,1076.1086188708923,1179.0273824753424,1209.2463739626196,50,120,3.155578374862671,300,0.0,0.0,4
multi_seed_main,AI-Adaptive Pareto-QAOA,1210.3991187636318,49,17.28616441086258,2.6317005571499883,5.970865384001343,1.0,400,3.469028949737549,1095.5771977324325,1151.7884497699417,1197.7957756058977,1204.7634775142385,1210.3991187636318,1069.7160426909027,0.9920497172610715,0.8767451010581717,80,3.0259977969090794,"[-2.1433982708156796, 17.340797871618292, 12.104644744249809]",64,1220.0992527928906,0.9,0.1225,1095.5771977324325,1151.7884497699417,1197.7957756058977,49,80,3.469028949737549,300,0.0,0.0,4
multi_seed_main,AI-Pareto-QAOA Ensemble,1210.7406727787466,56,17.28616441086258,2.6317005571499883,5.970865384001343,1.0,800,6.62460732460022,1095.5771977324325,1158.4829084661906,1209.2463739626196,1209.3744567182875,1210.7406727787466,1075.0276516461563,0.9923296567941324,0.8810985247186608,80,1.5134258409734331,"[-2.1433982708156796, 17.340797871618292, 12.104644744249809]",64,1220.0992527928906,0.9,0.07,1095.5771977324325,1158.4829084661906,1209.2463739626196,56,80,6.62460732460022,300,0.5,0.0,4
