case_name,seed,method,final_hv,normalized_final_hv,auc_hv,normalized_auc_hv,hv_25,hv_50,hv_75,archive_size,direction_coverage,feasibility_rate,valid_sample_efficiency,duplicate_rate_mean,runtime,eval_budget,wins_final_hv_against_fixed,wins_auc_hv_against_fixed,wins_coverage_against_fixed
energy_dominated_case,0,Full AI-Adaptive Pareto-QAOA,0.7096955184498824,0.6787664072482287,0.48527032701400036,0.46412184922755256,0.3078464474015298,0.6156928948030596,0.6626942066264709,10,0.3,1.0,1.0,0.0,0.039801597595214844,300,False,False,False
energy_dominated_case,0,Replay-Adaptive Schedule,0.716557467075264,0.6853293065396677,0.4906293267147964,0.4692472993379023,0.3114899599459803,0.6229799198919606,0.6697686934836122,6,0.5,1.0,0.3,0.0,0.052182674407958984,300,False,False,True
energy_dominated_case,1,Fixed Pareto-QAOA,0.7762133673175275,0.8110555902560899,0.5359219785401204,0.5599781386633353,0.3418686367107385,0.683737273421477,0.7299753203695023,4,0.4,1.0,0.65,0.0,0.040430545806884766,300,False,False,False
energy_dominated_case,1,Adaptive weights only,0.8606194724120481,0.8992504684572142,0.5291670990247657,0.5529200499687694,0.3140122309217537,0.6280244618435075,0.7443219671277778,12,0.5,1.0,1.0,0.0,0.04252338409423828,300,True,False,True
energy_dominated_case,1,Adaptive CVaR only,0.659407751627235,0.6890068707058088,0.47886416882856253,0.5003591505309182,0.3140122309217537,0.6280244618435075,0.6437161067353712,9,0.4,1.0,0.65,0.0,0.04698991775512695,300,False,False,False
energy_dominated_case,1,Adaptive candidate diversity only,0.659407751627235,0.6890068707058088,0.47886416882856253,0.5003591505309182,0.3140122309217537,0.6280244618435075,0.6437161067353712,9,0.4,1.0,0.65,0.0,0.0495913028717041,300,False,False,False
energy_dominated_case,1,Adaptive resources only,0.659407751627235,0.6890068707058088,0.47886416882856253,0.5003591505309182,0.3140122309217537,0.6280244618435075,0.6437161067353712,9,0.4,1.0,0.65,0.0,0.050034523010253906,300,False,False,False
energy_dominated_case,1,Adaptive weights + CVaR,0.8606194724120481,0.8992504684572142,0.5291670990247657,0.5529200499687694,0.3140122309217537,0.6280244618435075,0.7443219671277778,12,0.5,1.0,1.0,0.0,0.041774749755859375,300,True,False,True
energy_dominated_case,1,Adaptive weights + diversity,0.8606194724120481,0.8992504684572142,0.5291670990247657,0.5529200499687694,0.3140122309217537,0.6280244618435075,0.7443219671277778,12,0.5,1.0,1.0,0.0,0.03944587707519531,300,True,False,True
energy_dominated_case,1,Full AI-Adaptive Pareto-QAOA,0.8606194724120481,0.8992504684572142,0.5291670990247657,0.5529200499687694,0.3140122309217537,0.6280244618435075,0.7443219671277778,12,0.5,1.0,1.0,0.0,0.04298877716064453,300,True,False,True
energy_dominated_case,1,Replay-Adaptive Schedule,0.7619264982540782,0.7961274203622735,0.5550956741556073,0.5800124921923798,0.36461404959208776,0.7292280991841755,0.7455772987191269,12,0.4,1.0,1.0,0.0,0.040161848068237305,300,False,True,False
